idDepozit,codAviz,tipAviz,lat,lng
3340,DA26004854000212632109211425,2,44.930328,24.87721
961273,AP26001254000300162309211425,1,45.683998,27.546792999999997
11024,DA26008947000310725209211425,2,47.69501,23.64584
4249,DC26007291000102022209211425,2,45.125755,25.75306
922949,AP26000826000001098409211425,1,44.131163,23.510212
130711,DA26014976000205963709211425,2,44.42523,22.85414
908411,AP26010397000102763209211425,1,44.636952,23.078436
204342,DC26020016000007200109211425,2,45.281097,26.676032
5562,DA26000938000300640309211425,2,45.80336,23.36789
2751,DA26008127000803098009211425,2,47.513569,25.973091
1323,DC26003838000002169409211425,2,47.0617,23.306080999999995
2270,DC26008152004904536109211425,2,46.485299,25.739277
924224,AP26008918001601534609211425,1,46.664719,27.657753
11895,DA26002470000000350709211425,2,47.300388,21.996762
520938,DA26029658000110237509211425,2,43.75573,24.899742
1831,DA26000767000501638609211425,2,47.10909999999999,27.56339
880040,AP26006226000301419809211425,1,45.298017,24.695318
1678,DA26004901002100455409211425,2,47.142346,26.316278
943971,AP26001389000213108509211425,1,45.937208,25.956355
3888,DA26004934000110326409211425,2,45.17039,24.668641
246765,DA26005688000100660809211425,2,45.12276,24.115397
962831,AP26002534002701266309211425,1,45.929846,24.276268
944083,AP26000231000302732709211425,1,46.882242,26.983596
858117,AP26002841001410390609211425,1,47.569868,23.016306
5837,DC26006127000002420509211425,2,47.733594,22.882338
914631,AP26001548000400882809211424,1,44.941591,23.788864
9123,DA26005193000202902209211424,2,45.205987,26.851769
930571,AP26029346000310391409211424,1,44.631476,25.189384
958571,DA26036592000414020609211424,2,45.471247,27.945044
963243,AP26005570001600619609211424,1,45.084673,24.712954
893907,AP26021834000213488909211424,1,47.018449,27.535179
4941,DC26007933000101122009211424,2,44.48471,26.023843
610186,AP26001520001301704009211424,1,45.264202,24.287979
931990,AP26001811000104694309211424,1,45.34956,24.586732
943831,DA26036442000213930909211424,2,44.995034,26.441743
21755,DA26007708000113282609211424,2,44.425539,27.64252
385274,DA26026640000108978109211424,2,44.33542400000001,28.03228
931268,AP26001439003001108809211424,1,46.479977999999996,25.514082
960093,AP26001708000511220609211424,1,44.928373,23.915411
896608,AP26004960000200469309211424,1,47.110994,22.453433
911004,AP26002429000200262009211424,1,45.777883,22.623486
964701,AP26007280004401992509211424,1,45.651529000000004,24.775145999999996
5082,DA26002656000209682409211424,2,46.210146,26.659076
903330,AP26002534002702266309211424,1,46.183117,24.482113
230295,DC26002285001800675209211424,2,47.83445,23.317311
961361,AP26027866000309633309211424,1,46.335921,22.068047
822744,AP26001244000202081509211424,1,45.424119,21.916549
903180,AP26001118001313179309211424,1,47.611634,24.045194
909174,DC26036002000113696209211424,2,44.631978,25.905665
2290,DA26001023000213019609211424,2,47.930254,23.936462
6195,DA26001717000300653709211424,2,47.497961,23.242406
3719,DC26000077000301991409211424,2,44.96823,25.788847
6513,DA26007010001502505109211424,2,45.952909,26.521862
4855,DA26000338000202201709211423,2,44.962323,26.159487
288408,DA26024491000308305309211423,2,44.097613,25.328805
7127,DC26002204000000083509211423,2,47.077675,21.799010999999997
959387,AP26001887000101046909211423,1,44.590836,22.80259
4084,DC26001425000113331409211423,2,46.749514,23.539356
5445,DA26000382000102269509211423,2,46.215107,23.68313
118178,DC26005528000302553109211423,2,47.025013,21.946716999999996
6232,DA26006120000502783909211423,2,47.024087,23.889585
965309,AP26034855000112979409211423,1,44.866947,25.352184
610869,AP26001794000100922509211423,1,45.137505,24.769502
2529,DC26007827000001062109211423,2,44.18651,28.598764
440897,DA26007555000101235409211423,2,43.971596,25.9616
714909,DA26032705000211933509211423,2,43.987875,22.945256
19137,DC26011990000005787009211423,2,45.8717,25.801371
3734,DC26008087000501184909211423,2,44.452621,26.163489
930753,AP26001800000201089009211423,1,44.932227,25.122676
940982,AP26034935000313028109211423,1,45.703698,25.086887
14738,DA26003363000100232809211423,2,45.581135,27.597027
4104,DA26007560000208636309211423,2,44.280762,25.814888
3066,DA26002107000100214809211423,2,46.11329,24.239506
43450,DA26002945000309045509211423,2,43.93196699999999,24.589814
965578,AP26001306000600897509211423,1,47.160192,24.885146
551920,DA26018052000306572309211423,2,46.337995,22.109099
963314,AP26002886000308050209211423,1,46.045206,21.8005
2573,DA26001440001302247309211423,2,47.782841999999995,24.278991
2973,DC26001853000012540209211423,2,46.67375,28.078944
2544,DC26008954000101557809211423,2,46.826559,25.876706
14772,DC26001569000009641009211423,2,44.727588,25.892765
7256,DA26000592002402600509211423,2,47.50153,25.794099
1526,DC26008925000201562509211423,2,44.604268,26.122087
11501,DC26007510000000994909211423,2,45.016861,23.265118
1882,DA26008673000309613109211423,2,47.113832,27.25472
4700,DC26004951000100468109211423,2,45.227284,26.400839
9556,DA26004696000104139909211423,2,45.550406,27.500879
609065,DA26031424000211146109211423,2,44.61357999999999,25.76339
607458,DA26025232000208496109211423,2,45.895919,20.614654
955856,AP26001800000200099909211423,1,44.922435,25.008145
928088,AP26036265000413825809211422,1,46.044984,22.073832999999997
911276,AP26001532000002644809211422,1,44.955463,24.213717
2532,DC26009397000101752509211422,2,47.777121,22.859472
12095,DA26003239000105144309211422,2,46.51453,25.15759
5692,DA26001414000402383509211422,2,45.280169,21.944351
925540,AP26001791000204723809211422,1,45.137636,24.600127
12269,DC26008224000014031609211422,2,46.301343,26.503627
1492,DA26006650000106555709211422,2,44.083092,23.718302000000005
962903,AP26013164000204523509211422,1,47.423309,23.351383
2971,DA26000935000200318209211422,2,47.365247,26.245411
1260,DC26002156000002222909211422,2,45.783945,21.39315
129885,DA26000974000500979909211422,2,44.16558899999999,24.525621
937792,AP26007399001602340909211422,1,45.417643,24.2385
4790,DC26002842000002172109211422,2,45.769689,21.195877
717,DC26000278000101306109211422,2,45.720687,21.311547
7104,DA26000792000201140309211422,2,47.609069,27.111431999999997
553145,DC26030143000111462709211422,2,43.881155,23.031898
5008,DC26002255000002263109211422,2,45.561022,25.769674
807696,AP26000949000109714909211422,1,44.455462,24.079267
739035,DC26020065000307213009211422,2,44.570955,23.499721
1582,DC26006782000001563409211422,2,46.527549,24.535513000000005
6250,DC26001564000302565609211422,2,44.576844,27.388662
21603,DA26006007000100742809211422,2,46.18284,21.35403
584301,DC26030950000110879409211422,2,47.052209,25.900137
1998,DC26004904000202493909211422,2,46.778596,21.927003
959463,AP26002575000303216409211422,1,47.27299,23.379725
747150,AP26009602000502515809211422,1,45.229543,24.385413
922949,AP26000826000001098409211422,1,44.131163,23.510212
5945,DA26002570000412737109211422,2,45.097855,23.226048
897044,AP26000129000201010009211422,1,47.905828,25.33167
949674,AP26008210001612035509211422,1,46.482368,25.932284999999997
8489,DA26002644000111214609211422,2,44.90108899999999,25.510404000000005
230295,DC26002285001000675209211421,2,47.83445,23.317311
892725,AP26001338000204324709211421,1,45.635981,21.239496
948343,AP26002383000301901809211421,1,46.000254,21.966851
892402,AP26000296004400899709211421,1,47.570428,25.625911
883813,AP26010561000102861909211421,1,44.976352999999996,28.436466
869817,AP26000198001303123009211421,1,47.542072999999995,25.294413000000002
874375,AP26008578000113486109211421,1,44.991146,23.416062
877053,AP26000090000100382209211421,1,45.10431500000001,25.918154
935443,AP26000831000401381809211421,1,44.156265,23.737415
5333,DA26002281000303381709211421,2,45.521044999999994,22.401143
963243,AP26005570001500619609211421,1,45.084673,24.712954
400191,DA26008521000501348009211421,2,46.211762,23.58874
3531,DA26002021000303099909211421,2,45.59865299999999,22.957604
924893,AP26001708000205981009211421,1,44.874415,24.091369
3114,DA26000275000000160209211421,2,46.886383,26.423204
705002,DA26009302003402068009211421,2,47.218453,24.713293
952382,AP26001221000101393009211421,1,44.670327,26.640255
22940,DA26002231000304145609211421,2,45.666018,22.169886
732990,DA26002089000310449609211421,2,44.560294,24.268658
949184,AP26001473000302780609211421,1,47.410346,22.540122
920831,AP26001415000302482209211421,1,46.62133,22.12232
573952,DC26030668000010686209211421,2,44.98533,22.85722
7161,DC26006239000000795009211421,2,43.84642,24.3365
149736,DC26000249000312220209211421,2,44.636056,22.696543000000002
944079,AP26001509000102349709211421,1,44.722608,23.860631
911943,AP26001699000101582509211421,1,45.192337,26.399934
909994,AP26006567000200829809211421,1,45.562404,22.173527
871895,AP26006397000303132309211421,1,46.790669,24.659473000000002
1872,DC26000141000003174209211421,2,44.636017,22.679172000000005
12107,DA26006029002507425709211421,2,47.837257,23.295629
1318,DA26001927001000383909211421,2,47.813438,25.823517999999996
40565,DA26010791000103046709211421,2,43.82462,24.834938
2590,DA26007084000313270209211421,2,46.320368,26.547882
5030,DA26002763000102405809211421,2,46.434311,21.785755
626516,DA26004182001209711909211421,2,46.447543,26.717263
935277,AP26003508001404673309211421,1,45.73618200000001,22.684162
794611,AP26001450000200465609211420,1,46.398251,27.586864
929200,AP26000340000002734709211420,1,44.829822,25.824016
903180,AP26001118001113179309211420,1,47.611634,24.045194
6195,DA26001717000300653709211420,2,47.497961,23.242406
3071,DA26007046000400891309211420,2,46.407682,24.705114
4533,DC26007923000301114209211420,2,44.484092,26.026061
703051,DA26030538001411151409211420,2,46.205903,26.887189
915819,AP26000831000108329109211420,1,44.151845,23.60605
46532,DC26003061000200674409211420,2,47.648581,24.585709999999995
430,DC26001207000003056609211420,2,45.49699,28.03241
14533,DA26005516002003314609211420,2,45.803839,24.190565
963126,AP26004925001503351909211420,1,46.425165,26.067339
5195,DC26001169000000841909211420,2,45.044337,23.291717
803122,DA26028656000212699009211420,2,47.464492,26.309554
747150,AP26009602000702515809211420,1,45.229543,24.385413
16747,DC26000165000100779609211420,2,46.317446,27.396916
10973,DA26007901000101104909211420,2,43.757085,24.901175
2728,DA26008787000209180009211420,2,44.133112000000004,25.570871999999998
588791,DA26003106002713766809211420,2,47.403393,24.383897
13546,DC26007005000109806909211420,2,45.717818,27.168773
56,DA26007187000202629109211420,2,44.96022,26.15632
3747,DA26000528000402022309211420,2,44.880152,26.431956
11811,DA26010509000503054109211420,2,47.495193,24.740708
961356,AP26035598001413487809211420,1,46.424651,22.142743
957325,AP26000816000306120909211420,1,47.406724,24.261496000000005
941654,AP26005055003203305209211420,1,45.66708500000001,24.946364
416261,DA26027720000109581109211420,2,47.76924,27.009293
9555,DA26003717000113680209211420,2,45.412655,27.923242
709,DA26001087002401168209211420,2,47.062028,26.036639
4681,DC26004667000500388309211420,2,45.269963999999995,27.938012
9715,DC26000367001202712509211420,2,44.964248,25.312215
12571,DA26006707000303413609211420,2,43.954682999999996,23.868116
2858,DA26008045000201156409211420,2,44.160087,25.540395
544753,DA26001958000213373009211420,2,46.386698,27.793958
844706,DA26034726000212912209211420,2,43.986003000000004,23.620473
748231,DC26012583000012662109211420,2,45.07942599999999,27.879342999999995
415868,DA26022805000307852209211420,2,45.211919,24.529689
936992,AP26035821000313623309211420,1,44.818812,25.195027
491155,DA26029242000210094209211420,2,43.752671,25.520653999999997
383850,DA26007257002700944909211420,2,46.749333,23.412055
301438,DA26024777000208374409211419,2,44.169071,28.447587
609,DC26000141000011117309211419,2,46.200868,21.256115
5276,DA26005679000100658509211419,2,45.00399,24.252903
6518,DA26001485000300465709211419,2,45.85601400000001,23.207810999999996
1471,DA26008781000313804009211419,2,47.959317,26.864266
8379,DC26006296000100800809211419,2,45.125704000000006,24.837281
377924,DA26003567000202385809211419,2,45.26696999999999,26.68796
922151,DA26005038000305271509211419,2,45.90937399999999,26.69436
814897,DC26034330000012725909211419,2,47.1518,27.6047
763034,DA26003909000308857709211419,2,46.180647,22.707528
16700,DC26005463000100575409211419,2,45.252544,24.384223
7361,DA26002785000302992309211419,2,46.336379,22.109237
933547,AP26001420000209841209211419,1,47.681313,23.911268
928865,AP26004170002406849509211419,1,46.04090399999999,22.310121999999996
165,DC26006934000001006809211419,2,44.558282999999996,25.932149999999996
957219,AP26001218000006176109211419,1,44.537044,27.580521
944823,AP26001509000402375909211419,1,44.875831,23.992276
962644,AP26000294001209996709211419,1,47.228091,25.690115000000002
11978,DC26008573000201383409211419,2,47.330267,26.267432
4101,DC26001260000502510109211419,2,45.841933000000004,27.450724999999995
923363,AP26000100000401011509211419,1,47.758023,26.127068
6247,DC26010168000602445909211419,2,44.543797000000005,26.142175999999996
6754,DA26000137000302626409211419,2,44.91126,25.686297
935897,AP26008470000201334409211419,1,47.730922,26.585685
952040,AP26004108002106813609211419,1,46.47814,26.499906999999997
746690,DA26010803000203473209211419,2,44.367032,26.353439
2065,DC26008261000301261009211419,2,44.466407,25.924708999999996
960094,AP26001708000511220609211419,1,44.928111,23.914137
909174,DC26036002000513696209211419,2,44.631978,25.905665
324916,DC26001984000008596909211418,2,44.642926,24.260656
4826,DA26004411000200299209211418,2,45.456463,26.370297
941432,AP26029416000510153709211418,1,47.385119,23.987645
938951,AP26000130001100959909211418,1,47.499527,25.863837
922153,AP26001795000302449909211418,1,44.852543,24.779664
6414,DC26009437000001777809211418,2,45.016858,23.265115
4403,DC26009606000313600109211418,2,44.895747,24.8338
20899,DC26002769004200028609211418,2,47.432042,24.829897
9766,DA26003680000302876509211418,2,45.71729100000001,27.165277
14772,DC26001569000009641009211418,2,44.727588,25.892765
7800,DC26003111000100078009211418,2,45.67685500000001,24.213512999999995
4051,DC26001434000112330309211418,2,47.553957,23.985186
14561,DA26007589000301003009211418,2,44.59574899999999,27.061730999999998
2518,DC26007282000201804909211418,2,44.34211,26.163469
882179,AP26004452002110177609211418,1,47.856536,23.632286
907362,AP26029620001410221709211418,1,45.280505,24.488292
14351,DC26005948000500728709211418,2,45.625163,26.710925
926474,AP26001210000601735409211418,1,46.14701,22.631799
712381,DA26001332000102460109211418,2,44.804136,25.987587
17713,DC26010474000308453009211418,2,46.876878,25.447174
892725,AP26001338000204324709211418,1,45.635981,21.239496
955171,AP26001468000102276509211418,1,47.919355,23.146136
931990,AP26001811000104694309211418,1,45.34956,24.586732
2987,DA26005972000213948109211418,2,45.918004,26.291211
21338,DA26003017000101409709211418,2,46.342143,27.783551
963230,AP26001314000400569909211418,1,45.10701,27.927882
953152,AP26004004000200149409211418,1,45.187913,26.494951
4945,DC26006987000000971509211418,2,44.344919,26.037719
947708,AP26002378000601593509211418,1,46.40439,22.276601
911022,AP26001872000003202809211418,1,44.290405,22.868667
7386,DC26000883000001988009211418,2,44.286435,23.797705
12692,DC26009960000102112709211418,2,44.942327,22.32754
883841,AP26001373000401787609211418,1,45.918662000000005,21.379837999999996
866670,AP26000086000001280909211418,1,47.503908,26.681843
672570,AP26001483000303083609211418,1,47.523299,22.954014
959047,AP26002598000401447409211418,1,47.341916,22.643737
12309,DA26002755000208877109211418,2,44.864984,25.519375
953384,AP26001192000101525809211417,1,44.723075,26.115276
5426,DA26007525000202409809211417,2,44.413221,27.802567999999997
6602,DA26005551000111605209211417,2,45.31514,26.372991
2882,DC26000179000001896109211417,2,47.15425100000001,23.876327
764,DA26004405000102498109211417,2,47.058051,25.500225
6677,DA26001883000102510909211417,2,44.189267,24.496787
1532,DA26004251000300250609211417,2,46.735849,22.338517
941980,AP26008741000401580209211417,1,45.94448500000001,26.554632
858757,AP26000842000201296509211417,1,44.546546,23.778066
955856,AP26001800000200099909211417,1,44.922435,25.008145
5453,DA26006641000500840809211417,2,45.297877,25.990345
1492,DA26006650000206555709211417,2,44.083092,23.718302000000005
936112,AP26002595000202387209211417,1,47.292821,23.465235
957221,AP26008905004901530909211417,1,45.657665,23.829818
760844,AP26000104000203115509211417,1,45.047234,26.126457
938709,AP26006134000200768509211417,1,46.127993,26.909218
958675,AP26026830000309054409211417,1,44.740394,22.903606
374203,DA26007207000400936709211417,2,45.979942,26.259546
870229,AP26001593000310957309211417,1,46.964186,21.944929
952382,AP26001221000101393009211417,1,44.670327,26.640255
936964,AP26002558001301505509211417,1,46.581966,21.668749
874156,AP26000229004101461809211417,1,46.822952,26.233141
11885,DA26001401002403056109211417,2,47.362951,26.26267
963126,AP26004925001603351909211417,1,46.425165,26.067339
1838,DC26000141000008812409211417,2,44.29029,23.84829
265981,DC26007318000000958709211417,2,44.12762,28.600231
16112,DA26007594000203459809211417,2,44.39374899999999,25.816734
762862,DA26027996000212706509211417,2,45.518767,22.401917
1526,DC26008925000201562509211417,2,44.604268,26.122087000000004
7182,DA26000520004209326809211417,2,45.965888,23.549066
908,DC26000894000300424309211417,2,47.815649,25.822338
6036,DA26002189003602172909211417,2,46.35269300000001,25.286644
8268,DA26001586000202306209211417,2,44.877017,22.384991
1562,DC26001271000012168809211416,2,45.779616,27.990147
903964,AP26000691000300265509211416,1,46.048627,24.411827
911276,AP26001532000002644809211416,1,44.955463,24.213717
662,DA26000059000100446209211416,2,46.35494,26.43777
964754,AP26001171000402539309211416,1,44.641558,25.749519
4312,DA26001267000200826009211416,2,45.104733,23.608457
933924,AP26000168000206407409211416,1,46.427852,23.207894999999997
5717,DC26003316000002388509211416,2,44.793877,23.495200999999998
2770,DC26009361000012255509211416,2,44.62908,22.690895
961138,AP26002689000304735309211416,1,47.37526,22.297308
14369,DA26005765000600693309211416,2,45.501637,23.118597
939657,AP26001613000302384209211416,1,45.151378,23.679285
-1,LA26002583000102788609211416,10,47.153900146484375,22.670000076293945
5031,DA26000139000310967109211416,2,44.767597,25.235977
1439,DA26000946000208501809211416,2,47.768334,23.285126
4901,DC26004870000100447409211416,2,44.822821,24.877682000000004
430,DC26001207000103056609211416,2,45.49699,28.03241
237347,DA26021129000107498009211416,2,45.41575,26.31098
1318,DA26001927001000383909211416,2,47.813438,25.823517999999996
961461,AP26003770000300077909211416,1,45.774218,27.500161000000002
886314,DC26035574000013475209211416,2,46.819531,21.670974
17481,DC26004217000003396609211416,2,46.235799,27.964878
902700,DC26031493000213680009211416,2,44.26526,28.281418
7298,DC26006572000400830809211416,2,46.771019,24.841483
9078,DA26000681000202178409211416,2,47.142541,27.652108
958409,AP26003289001606045309211416,1,47.350989,25.019944
1541,DC26008702000005106309211416,2,44.588535,25.928873
48486,DC26016231000106846509211416,2,45.187667,26.190499
196,DC26004190000013277209211416,2,47.20233,23.05537
928164,AP26001186000200584109211416,1,46.093011,27.912581
94443,DC26003136000100143109211416,2,46.204259,21.287169
951967,AP26001509000303562509211416,1,44.723134,23.834987
869965,AP26004650001302115309211416,1,47.246231,26.026833
5908,DA26008066000202907209211416,2,45.419981,23.407803
549171,DA26027713000409578509211416,2,46.985117,24.003099000000002
5809,DC26006127000102829409211416,2,47.82411199999999,22.943358
941730,AP26000842000101363409211416,1,44.642376,23.712284
2405,DA26008560000201764809211416,2,46.40747,26.461464
908180,AP26000968000108175109211415,1,44.549857,24.176481
965266,AP26001797000300514409211415,1,45.250188,24.489204
4964,DA26000315000302190609211415,2,45.208181,26.041621
953508,AP26001598000511411709211415,1,44.98596,23.755998
2971,DA26000935000400318209211415,2,47.36524699999999,26.245411
921181,AP26000144000106444709211415,1,47.715439,25.79869
924222,AP26006264000200797609211415,1,44.865102,24.775841
951939,AP26003739000200073209211415,1,46.001157,27.71234
959619,AP26001285000500927009211415,1,45.8221,24.151368
6285,DC26007689000010294009211415,2,45.755721,24.524416
848838,AP26001671000101156509211415,1,45.069537,23.588817
900813,DC26035836000013650609211415,2,46.44916800000001,27.724272
1246,DC26007604000211111209211415,2,44.167865,28.643708
962359,AP26001029000710261509211415,1,47.14497600000001,24.742758999999996
195,DC26005217000401133309211415,2,44.447851,24.383308
6513,DA26007010001502505109211415,2,45.952909,26.521862
569655,DA26026452000308920209211415,2,46.198104,21.345685
1644,DA26007793001001055209211415,2,46.973979,24.989467
341,DC26007199000400936109211415,2,44.352358,25.957408
393577,DA26010887000409885509211415,2,44.237646000000005,26.468283
6690,DC26004914000002520009211415,2,44.625211,23.941037000000005
15420,DA26004596000103379909211415,2,46.318842,23.727714000000002
5031,DA26000139001810967109211415,2,44.767597,25.235977
560907,DC26009754000101927009211415,2,46.082408,23.597123
5130,DA26003454000200271109211415,2,45.384505,23.327968
724921,DC26032973000212132909211415,2,43.930044,25.361538
652573,DC26003562000212884009211415,2,45.525676,27.150253000000003
34889,DC26009805000001950009211415,2,46.769778,21.932689
945466,AP26001454000302988909211415,1,47.529951,22.873475
15564,DA26000531000302120009211415,2,47.218719,24.713156
412475,DA26025921000108689209211415,2,44.279731,27.167732
7741,DA26001288000302658609211415,2,45.251405,22.302508
747150,AP26009602001702515809211415,1,45.229543,24.385413
7641,DC26004527000102667109211415,2,45.385658,25.172671
5394,DA26002394000300852309211415,2,45.095808,23.035738
217419,DA26006067000406538009211415,2,45.890791,23.776649000000003
342,DC26003564003608424609211415,2,46.350407999999995,25.445892
6208,DA26005022001610005109211415,2,47.097546,26.308563000000003
945467,AP26001729000209209009211414,1,47.530244,22.882422
7020,DA26004139000200198009211414,2,46.409519,21.634183
711889,DA26001680003411971109211414,2,45.962297,23.52188
405689,DC26027445000509479909211414,2,44.483866,26.026281
957744,AP26036535000113976209211414,1,46.584505,27.327042
163,DA26002226000301751909211414,2,45.191808,27.942463
5141,DA26005943000201819709211414,2,44.963978,24.243178
560353,DA26030318000210531509211414,2,45.408882,27.943094
964807,AP26001818000001288009211414,1,44.897774,25.778049
898987,DC26009124000001614509211414,2,46.522518,24.522146000000003
6569,DC26010139000012661709211414,2,44.87759500000001,25.237928999999998
869965,AP26004650000402115909211414,1,47.246231,26.026833
7474,DC26004555000100343909211414,2,45.269972,27.93737
3199,DC26006963000002850809211414,2,44.370784,26.089257
15886,DC26007787000003448309211414,2,44.406946,25.887506
958862,AP26001287000100296209211414,1,46.645275,28.081021000000003
