_row_id,event_type,judet,uat,data,lat,long,fond_cinegetic,numar_raport,nr_identificare,echipa_interventie,sex_urs,descriere_eveniment,metoda_interventie,adaugat_de,coord_status
140_alungare,alungare,Prahova,COMARNIC,,,,COMARNIC 24,4529/14.04.2022,,"reprezentanti jandarmi, primar, reprezentant fond cinegetic, medic veterinar",Mascul,"mascul de 4-5 ani, alungat cu mijloace acustice si luminoase",Alungat,Crina Popa,stereo70
141_alungare,alungare,,CORNU,,,,COMARNIC 24,3374/15.04.2022,,"reprezentanti jandarmerie, primar, gestionar fond cinegetic, medic veterinar",Mascul,"urs acrosat de masina pe DN1, la ora 19, ramas in zona, alungat cu mijloace sonore si luminoase",Alungat,Crina Popa,stereo70
142_alungare,alungare,,CORNU,,,,COMARNIC 24,3375/15.04.2022,,"reprezentanti jandarmerie, primar, gestionar fond cinegetic, medic veterinar",Mascul,"ursul lovit de masina pe DN1 in seara de 14.04 s-a intors in zona, a fost alungat din nou cu mijloace sonore si luminoase, se deplaseaza cu greu, inseamna ca nu va parasi zona, din cauza ranii riscul e mediu",Alungat,Crina Popa,stereo70
143_alungare,alungare,Harghita,BĂLAN,,46.653880,25.806940,BALAN 15,1640/06.04.20222,,"Reprezentantul Jandarmeriei, presedinte AVPS, reprezentantul UAT",,"Ursul a intrat intr-o casa de locuit la ora 00.55. S-a manifestat agresiv, a lansat un atac catre echipa de interventie, reprezentantul gestionarului f.c. a fost nevoit sa traga un foc de arma catre animal. Animalul a fugit catre padure dar nu au putut fi urmarit din cauza intunericului si terenului accidentat. Exista posibilitatea ca acesta sa fie ranit, dar acest fapt nu s-a putut confirma nici prin verificarea urmelor din ziua urmatoare.",Alungat,Szabo Szilard,
144_alungare,alungare,Harghita,BĂLAN,,46.654060,25.807860,BALAN 15,1639/06.04.2022,,"Reprezentantul Jandarmeriei, reprezentantul UAT Balan",,Ursul a aparut in statie de autobuz din Orasul Balan de unde a fugit in padurea din apropiere. Echipa de interventie a supravegheat locatia dar animalul nu s-a intors.,Alungat,Szabo Szilard,
145_alungare,alungare,Harghita,PRAID,,46.552430,25.118060,IUHOD 38,,,Reprezentantul Jandarmeriei,,Ursul  a prodsu distrugeri in incinta pensiunii IRISZ din Praid. Zona a fost verificata si supravegheata pentru prevenirea intoarcerii animalului.,Alungat,Szabo Szilard,
146_alungare,alungare,Harghita,PRAID,,46.552430,25.118060,IUHOD 38,,,Reprezentantul Jandarmeriei,,Ursul alungat in data de 06.04.2022 s-a intors si aprodus distrugeri in incinta pensiunii. Proprietarul a declarat ca ursul l-a atact si a fost nevoit sa se ascunde in casa. Urmele animalului si distrugerile au fost constatate dar animalul nu a revenit in zona.,Alungat,Szabo Szilard,
147_alungare,alungare,Harghita,PRAID,,46.552410,25.119950,IUHOD 38,,,"Reprezentantul Jandarmeriei, viceprimarul localitatii",,"In urma apelului la 112 comisia s-a dus la fata locului, a alungat ursul si a asigurat zona. Proprietarul a declarat ca ursul a venit langa casa si a a atacat cainele, nu a s-a speriat de prezenta oamenilor.",Alungat,Szabo Szilard,
148_alungare,alungare,Harghita,PRAID,,46.553360,25.108840,IUHOD 38,,,"Reprezentantul Jandarmeriei, viceprimarul orasului",,"Ursul a fos alungad din incinta imobilului din str. Principala nr. 1190.  Proprietarul a declarat ca ursul a atacat cainele, a distrus gardul si containele pt deseuri.",Alungat,Szabo Szilard,
149_alungare,alungare,Harghita,PRAID,2022-04-09,,,,,,"Personalul Jandarmeriei, Viceprimarul localitatii, directorul gestionarului f.c. medic veterinar imputernicit.",Femela,Ursul a aparut din nou in curtea pensiunii Iris din intravilanul localitatii. In urma interventiilor precedente si tinand cont de comportamentul agresiv al ursului comisia a luat decizia de extragerea exemplarului prin impuscare. Actuinea a fost executata de personalul technic al gestionarului f.c. pe baza contractului de prestari servicii incheiat in conformitate cu prevederile OUG 81/2021,Împușcare,Szabo Szilard,
149_impuscare,impuscare,Harghita,PRAID,,46.552490,25.117980,IUHOD 38,,,"Personalul Jandarmeriei, Viceprimarul localitatii, directorul gestionarului f.c. medic veterinar imputernicit.",Femela,Ursul a aparut din nou in curtea pensiunii Iris din intravilanul localitatii. In urma interventiilor precedente si tinand cont de comportamentul agresiv al ursului comisia a luat decizia de extragerea exemplarului prin impuscare. Actuinea a fost executata de personalul technic al gestionarului f.c. pe baza contractului de prestari servicii incheiat in conformitate cu prevederile OUG 81/2021,Împușcare,Szabo Szilard,
150_alungare,alungare,Harghita,BORSEC,,46.987940,25.675300,BORSEC 6,1705/11.04.2022,,"Reprezentantul Jandarmeriei, reprezentantul UAT",,Ursul a intrat in localitate si a produs distrugeri la familii de albine. A fost alungat in padure.,Alungat,Szabo Szilard,
151_alungare,alungare,Harghita,CORBU,,46.987540,25.675250,BORSEC 6,1707/11.04.2022,,"Personalul Jandarmeriei, reprezentantul UAT",,"Ursul a aparut din nou in intravilanul din valea Corbului, a fost alungat cu ajutorul petardelor.",Alungat,Szabo Szilard,swapped
152_alungare,alungare,Harghita,CORBU,,46.987540,25.675250,BORSEC 6,1708/11.04.2022,,"Personalul Jandarmeriei, reprezentantul UAT",,"Ursul a atacat stupina, a distrus 3 familii de albine. Exemplarul a fost alungat cu ajutorul petardelor.",Alungat,Szabo Szilard,swapped
153_alungare,alungare,Harghita,VOŞLĂBENI,2022-04-11,,,,,,"Persional Jandarmerie, reprezentant UAT, personal gestionar f.c., medic veterinar",Femela cu pui,Femela cu pui a atacat echipa de interventie care a incercat alungarea si  a trebuit sa fie impuscata din autoaparare. Cei doi pui mici au fost capturati si predati catre Centrul de Reabilitare a Ursilor Orfani din Balan pe baza de proces verbal.,Împușcare,Szabo Szilard,
153_impuscare,impuscare,Harghita,VOŞLĂBENI,,46.625050,25.712340,BALAN 15,48/11.04.2022,,"Persional Jandarmerie, reprezentant UAT, personal gestionar f.c., medic veterinar",Femela cu pui,Femela cu pui a atacat echipa de interventie care a incercat alungarea si  a trebuit sa fie impuscata din autoaparare. Cei doi pui mici au fost capturati si predati catre Centrul de Reabilitare a Ursilor Orfani din Balan pe baza de proces verbal.,Împușcare,Szabo Szilard,
154_alungare,alungare,Harghita,VOŞLĂBENI,,46.622300,25.710480,BALAN 15,49/11.04.2022,,"Persional Jandarmerie, reprezentant UAT, personal gestionar f.c., medic veterinar",Mascul,Ursul a distrus gardul si a produs pagube materiale in curte pensiunii Bianca din Izvorul Muresului. A fost alngat de catre echipa de interventie.,Alungat,Szabo Szilard,
155_alungare,alungare,Harghita,VOŞLĂBENI,2022-04-11,,,,,,"Persional Jandarmerie, reprezentant UAT, personal gestionar f.c., medic veterinar",Mascul,Ursul a intrat in mai multe case din localitate. In sara interventiei a incercat sa intre in casa D-lui Toth Alexandru trecand peste gardul din curtea scolii. Animalul agresiv a atacat echipa de interventie si a fost impuscat la doi metri fata de intrarea in casa.,Împușcare,Szabo Szilard,
155_impuscare,impuscare,Harghita,VOŞLĂBENI,,46.626640,25.680330,BALAN 15,50/11.04.2022,,"Persional Jandarmerie, reprezentant UAT, personal gestionar f.c., medic veterinar",Mascul,Ursul a intrat in mai multe case din localitate. In sara interventiei a incercat sa intre in casa D-lui Toth Alexandru trecand peste gardul din curtea scolii. Animalul agresiv a atacat echipa de interventie si a fost impuscat la doi metri fata de intrarea in casa.,Împușcare,Szabo Szilard,
156_alungare,alungare,Harghita,CORBU,,46.987940,25.675300,BORSEC 6,1796/13.04.2022,,"Persional Jandarmerie, reprezentant UAT,",,Exemplarul de urs a revenit in locatie si a produs pagube la stupina. A fost alungat cu ajutorul semnalelor luminoase si acustice.,Alungat,Szabo Szilard,
157_alungare,alungare,Harghita,CORBU,,46.987540,25.675250,BORSEC 6,1797/13.04.2022,,"Reprezentantul Jandarmeriei, reprezentantul UAT",,Exemplarul de urs a revenit in locatia unde a mai  produs pagube la stupina. A fost alungat cu ajutorul semnalelor luminoase si acustice.,Alungat,Szabo Szilard,
158_relocare,relocare,Harghita,CORBU,2022-04-14,47.086036,25.639902,BISTRICIOARA 5,1813/14.04.2022,50050,"Personal Jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",Femela,"Ursul care a revenit in mod repetat si a produs pagube in intravilanul localitatii Corbu a fost capturat , tranchilizat de catre medicul veterinar si relocat intr-o zona indepartat[ a fondului cinegetic 5 Bistricioara.",Relocat,Szabo Szilard,
159_alungare,alungare,Brașov,PREDEAL,,45.501074,25.578939,TIMIS 18,6554/18.04.2022,,"Reprezentant Primaria Predeal,reprezentantIJJ Brasov, reprezentant GFC și Medic Veterinar",Femela,Alungare exemplar de urs femel cca 2 ani(vârsta estimată) din intravilanului orasului Predeal str. Tudor Vladimirescu,Alungat,Viorel Marean,
160_alungare,alungare,Brașov,PREDEAL,,45.504423,25.565378,TIMIS 18,6556/18.04.2022,,"Reprezentant Primaria Predeal, reprezentant IJJ Brasov, reprezentant GFC si medic veterinar",Mascul,Alungare exemplar de urs mascul cca. 2 ani (vârsta estimată) din zona Poiana Narciselor intravilanul Orasului Predeal.,Alungat,Viorel Marean,
161_alungare,alungare,Brașov,ZĂRNEŞTI,,25.348100,49.580631,BARSA 31,10377/15.04.2022,,"Reprezentant Primaria Zarnesti, reprezentant Gestionar",Femela,Alungare un exemplar de urs prin diverse mijloace sonore in zona Brebina,Alungat,Andreea Bogdan,out_of_bounds
162_alungare,alungare,Brașov,PREDEAL,,45.504423,25.565378,TIMIS 18,6655/19.04.2022,,"Reprezentant UAT Predeal, Reprezentant gestionar",Mascul,"In urma semnalarii prezentei unui exemplar de urs in varsta de cca 2 ani, in zona Predeal, Poiana Narciselor, a fost constituita echipa de interventie, si  a fost alungat in padure in afara orasului Predeal",Alungat,Andreea Bogdan,swapped
163_alungare,alungare,Harghita,BĂLAN,,46.662800,25.662800,BALAN 15,1823/19.04.2022,,"Personal Jandarmerie, reprezentant UAT, personal tehnic gestionar fc.",Femela cu pui,Femela cu doi pui mari care frecventeaza localitatea in mod regulat a fost alungat din zona cantarului prin interventia jandarmeriei si gestionarului f.c.,Alungat,Szabo Szilard,
164_relocare,relocare,Harghita,BĂLAN,2022-04-21,46.309268,26.060444,ARMASENI UZ 25,1810/21.04.2022,MADANF002,"Personal Jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",Femela cu pui,"Femela cu doi pui mari inainte de intarcare care a a facut probleme repetate in localitate a fost capturata, tranchilizata si relocato pe un fond cinegetic indepartat a aceluiasi gestionar. Puii ramasi in zona sunt monitorizati in continuare pentru a putea interveni daca va fi necesar.",Relocat,Szabo Szilard,
165_alungare,alungare,Harghita,MIERCUREA-CIUC,2022-04-23,,,,,,"Reprezentant UAT, personalul jandarmeriei locale, medic veterinar, reprezentantul gestionarului fondului cinegetic.",Femela,Exemplarul de urs de apr. 5 ani a spart un geam mic si a intrat in grajd de pa langa casa de locuit  unde a omorat 8 capete de ovine. S-a manifestat agresiv fata de proprietarul animalelor care s-a apropiat. Nu a putut fi scos din incapere. Fiind vorba de un animal care a produs pagube repetate in zona si tinand cont de siguranta echipei de interventie si a locuitorilor echipa de interventie a luat decizia de  impuscare. Interventia a fost efectuata de catre paznicul de vanatoare asistat de jandarmerie.,Împușcare,Szabo Szilard,
165_impuscare,impuscare,Harghita,MIERCUREA-CIUC,,46.382830,25.583371,PAULENI 23,22388/25.04.2022,,"Reprezentant UAT, personalul jandarmeriei locale, medic veterinar, reprezentantul gestionarului fondului cinegetic.",Femela,Exemplarul de urs de apr. 5 ani a spart un geam mic si a intrat in grajd de pa langa casa de locuit  unde a omorat 8 capete de ovine. S-a manifestat agresiv fata de proprietarul animalelor care s-a apropiat. Nu a putut fi scos din incapere. Fiind vorba de un animal care a produs pagube repetate in zona si tinand cont de siguranta echipei de interventie si a locuitorilor echipa de interventie a luat decizia de  impuscare. Interventia a fost efectuata de catre paznicul de vanatoare asistat de jandarmerie.,Împușcare,Szabo Szilard,
166_alungare,alungare,Neamț,,,,,BORCA 22,3297/ 22.04.2022,,Primar Ruscanu Petrica Sg. Fedeles Alexandru dr.vet. Mircea Pauseru tehn. Fedeles Dumitru,Femela,"In urma apelului la 112 s-a deplasat echipa in Comuna Borca, sat Madei unde s-a tranchilizat si eliberat din sarma unui gard un exemplar de urs.",Alungat,Roxana Savina,
166_relocare,relocare,Neamț,,,,,BORCA 22,,,Primar Ruscanu Petrica Sg. Fedeles Alexandru dr.vet. Mircea Pauseru tehn. Fedeles Dumitru,Femela,"In urma apelului la 112 s-a deplasat echipa in Comuna Borca, sat Madei unde s-a tranchilizat si eliberat din sarma unui gard un exemplar de urs.",Alungat,Roxana Savina,
167_relocare,relocare,Harghita,BĂLAN,2022-04-27,46.343910,26.093640,ARMASENI UZ 25,1910/27.04.2022,003 MADANF VET,"Reprezentantul UAT, personalul Jandarmeriei, personal tehnic gestionar fc. , medic veterinar",Mascul,Masculul de urs a fost capturat si tranchilizat in vederea relocarii langa platforma de deseuri in intravilan ul orsului Balan. Animalul a revenit regulat in intravilan si a produs distrugeri in aceasta zona.,Relocat,Szabo Szilard,
168_relocare,relocare,Harghita,VOŞLĂBENI,2022-04-27,46.901243,25.581163,JOLOTCA 11,55/27.04.2022,"642098201186996, RO3577706547","Reprezentantul UAT, personalul Jandarmeriei, personal tehnic gestionar fc. , medic veterinar",Mascul,"Animalul a revenit patru ori in aceeasi gospodarie unde a omorat mai multe animale domestice, oi, iepuri si caine. A fost capturat si tranchilizat pentru a fi relocat.",Relocat,Szabo Szilard,
169_alungare,alungare,Brașov,BRAŞOV,,45.634503,25.604765,TIMIS 18,48994/29.04.2022,,"Reprezentant UAT Brașov, reprezentant personal tehnic gestionar FC, medic veterinar",Mascul,"A fost observat un exemplar de urs în intravilanul mun.Brașov, pe strada Molidului, nr.19, în zona ghenei de gunoi, animalul fiind alungat în pădure(prin semnale acustice și luminoase).Nu a mai revenit în zonă.",Alungat,Mirela Moisa,
170_alungare,alungare,Brașov,RÂŞNOV,,,,RASNOV 26,4/02.05.2022,,"Reprezentant UAT Râșnov, Reprezentant personal tehnic gestinoar",Mascul,"Dupa un apel primit de la pesonalul Dino Parc, echipa de intreventie s-a depalsat in zona. S-a constatat prezenta unui urs monitorizat de aprox.3 ani care revine zilnic in zona , punanad in pericol viata turistilor.S- a amplasat o cusca si s-a luat decizia relocarii lui in zilele urmatoare.",Alungat,Mirela Moisa,stereo70
171_alungare,alungare,,SUSENI,,46.556842,25.521383,VARSAG 37,1588/26.04.2022,,"Personalul Jandarmeriei, reprezentant UAT, personal tehnic gestionar fc., Medic veterinar",,Ursul care a ucis doua bovine in gospodarie s-a retras in padure in urma semnalelor luminoase si acustice a echipei de interventie.,Alungat,Szabo Szilard,
172_alungare,alungare,Suceava,VATRA DORNEI,,,,TESNA 11,,,"Primar U.A.T. Vatra Dornei , Viceprimar U.A.T. Vatra Dornei , Personal Jandarmeria Vatra Dornei, Medic veterinar municipiul Vatra Dornei ,Personal tehnic  (O.S.Vatra Dornei)",Femela cu pui,"S-a intervenit în gospodăria unui localnic, în urma unui apel 112, într-o zonă limitrofă  cu fondul forestier unde exemplarele de urs au atacat păsările din anexa gospodăriei. Au intervenit jandarmii și polițiștii, procedând la alungarea lor prin mijloace luminoase și sonore.",Alungat,Florentina Botezat,stereo70
173_alungare,alungare,,SUSENI,,46.556217,25.521686,VARSAG 37,1601/26.04.2022,,"Personalul Jandarmeriei, reprezentant UAT, personal tehnic gestionar fc., Medic veterinar",,Ursul care a revenit in locul unde a produs pagube a fost alungat de catre echipa de interventie prin mijloace acustice si luminoase.,Alungat,Szabo Szilard,
174_alungare,alungare,,SUSENI,2022-04-27,,,,,,,Mascul,Animalul care a revenit in gospodarie s-a manifestat agresiv punand in pericol echipa de interventie. Avand in vedere pagubele produse anterior s-a decis extragerea exemplarului prin impuscare.,Împușcare,Szabo Szilard,
174_impuscare,impuscare,,SUSENI,,46.556110,25.521110,VARSAG 37,1611/27.04.2022,RO0810322,,Mascul,Animalul care a revenit in gospodarie s-a manifestat agresiv punand in pericol echipa de interventie. Avand in vedere pagubele produse anterior s-a decis extragerea exemplarului prin impuscare.,Împușcare,Szabo Szilard,
175_alungare,alungare,Suceava,VATRA DORNEI,2022-04-19,,,,,,"Primar U.A.T. Vatra Dornei, Viceprimar U.A.T. Vatra Dornei, Personal Jandarmeria Vatra Dornei,  Medic veterinar municipiul Vatra Dornei,  Personal tehnic  (O.S.Vatra Dornei)",Femela,"În data de 19.04.2022 au fost apeluri 112 care au semnalat prezența exemplarelor de urs. S-au efectuat acțiuni de îndepărtare prin mijloace sonore și luminoase fără rezultat. Exemplarele de urs au avut un comportament agresiv, punând în pericol echipa prezentă la fata locului. S-a luat decizia de extragere prin împușcare a exemplarului adult.",Împușcare,Florentina Botezat,
175_impuscare,impuscare,Suceava,VATRA DORNEI,,,,TESNA 11,,,"Primar U.A.T. Vatra Dornei, Viceprimar U.A.T. Vatra Dornei, Personal Jandarmeria Vatra Dornei,  Medic veterinar municipiul Vatra Dornei,  Personal tehnic  (O.S.Vatra Dornei)",Femela,"În data de 19.04.2022 au fost apeluri 112 care au semnalat prezența exemplarelor de urs. S-au efectuat acțiuni de îndepărtare prin mijloace sonore și luminoase fără rezultat. Exemplarele de urs au avut un comportament agresiv, punând în pericol echipa prezentă la fata locului. S-a luat decizia de extragere prin împușcare a exemplarului adult.",Împușcare,Florentina Botezat,stereo70
176_alungare,alungare,Brașov,RÂŞNOV,,,,RASNOV 26,5/03.05.2022,,"Reprezentant UAT Râșnov, reprezentant Jandarmerie, personal tehnic gestionar, medic veterinar",Mascul,"In timpul procedurii de capturare in vederea relocarii unui urs mascul de aproximativ 3 ani care frecventeaza zona Valea Cetatii, echipa de interventie a constatat aparitia in zona a unei ursoaice de aprox.5 ani cu doi pui din acest an (pt care gestionarul a solicitat la APM Brasov pdv pt relocare , solicitarea nr. 1253/02.05.2022). Ursul mascul de aprox. 3 ani nu a putut fi capturat , neintrand in cusca, fiind speriat de femela.",Alungat,Mirela Moisa,stereo70
177_relocare,relocare,Brașov,RÂŞNOV,2022-05-03,,,RASNOV 26,6/03.05.2022,,"Reprezentant UAT Râșnov, reprezentant Jandarmerie, personal tehnic gestionar, medic veterinar",Mascul,"Ursul mascul monitorizat a intrat in cusca si a fost tranchilizat. Se relocă în zona Provița, ua 42. După deschiderea cuștii a fugit în pădure.",Relocat,Mirela Moisa,stereo70
178_alungare,alungare,Harghita,BILBOR,,46.052505,25.478677,BILBOR 4,3963/29.04.2022,,"Personalul Jandarmeriei, reprezentant UAT",Femela cu pui,"Femela cu doi pui a fost alungata prin diverse mijloace din intravilanul comunei Bilbor, zona Sestina.",Alungat,Szabo Szilard,
179_relocare,relocare,Brașov,VATRA DORNEI,2022-04-24,,,TESNA 11,12114,,"Primar U.A.T. Vatra Dornei, Personal Jandarmeria Vatra Dornei, Medic veterinar,   Personal tehnic  (O.S.Vatra Dornei)",,S-a intervenit cu armă tranchilizant.  Cei doi pui de urs au fost tranchilizați și relocați la Rezervația de urși Libearty Zărnești,Relocat,Florentina Botezat,stereo70
180_alungare,alungare,,TAZLĂU,,,,TAZLAU 1,907,,"Mucenic Codrin jandarmerie, Amariutei Radu SMURD, Nechita Ion primar, Jireghie Constantin gestionar, Secuiu Florin medic vet.",Mascul,Viceprimarul a sunat la 112 pentru semnalarea prezentei unui exemplar de urs in gradina unui cetatean. Exemplarul a fost alungat de catre echipa de interventie.,Alungat,Roxana Savina,
181_alungare,alungare,,TAZLĂU,,,,TAZLAU 1,908,,"Mucenic Codrin, Sicoe Sebastian, Andries Bogdan, Cumpat Ionut, Nechita Ion, Jireghie  Constantin, Secuiu Florin",Mascul,Exemplar de urs prezent in gospodaria lui Asmaradei Valentin de unde a luat o oaie.,Alungat,Roxana Savina,
182_alungare,alungare,,TAZLĂU,,,,TAZLAU 1,914,,"Carja Dumitru, Rusu Florin, Macovei Olivian, Nechita Ion, Secuiu Florin",Mascul,Acelasi exemplar de urs alungat de doua ori in decurs de 24 ore a fost din nou alungat din gospodaria domnului Bularda Ciprian.,Alungat,Roxana Savina,
183_alungare,alungare,,CETATE,,,,BUDAC 27,,,"Plutonie adjunct șef - I.J.J BN,   Primar comuna Cetate, Personal tehnic al gestionarului",Mascul,"În localitatea Petriș, comuna Cetate, nr. 252, într-o anexă a intrat un exemplar de urs și a ucis o capră  și o ieduță. S-a intervenit pentru alungarea ursului  din imediata vecinătate a imobilului, respectiv prin zgomote și aprindere de petarde.  Exemplarul de urs nu mai era la fața locului la sosirea echipajului de jandarmi existând indicii că se află în imediata vecinătate a grădinii, într-o zonă limitrofă localității, plină cu vegetație înaltă.",Alungat,Nastase Crina,
184_alungare,alungare,,CETATE,,,,BUDAC 27,,,"Plutonie adjunct șef - I.J.J BN,   Primar comuna Cetate, Personal tehnic al gestionarului, Medic veterinar împuternicit",,"Acțiune a avut loc în localitatea Petriș, com. Cetate. S-a luat măsura alungării exemplarului de urs din zonă șimînștiințarea populației asupra riscului. Ursul a fost observat de către locuitorii de la nr. 252. Nu au fost produse pagube.",Alungat,Nastase Crina,
185_relocare,relocare,Harghita,SÂNDOMINIC,2022-05-09,46.290740,25.154350,PLAIESII 26,2425/09.05.2022,006,"Personal Jandarmerie, reprezentant UAT, personal AVPS, medic veterinar",Mascul,"Ursul a intrat in incinta gospadariei si a distrus un stup de albine.  Avand in vedere antecedentele si locatia distrugerilor, comisia a decis tranchilizarea si relocarea acestuia.",Relocat,Szabo Szilard,
186_relocare,relocare,Harghita,ODORHEIU SECUIESC,2022-05-06,46.372734,25.498121,HOMOROD 30,4185/06.05.2022,642038201166710 / 3550649030,"Personal Jandarmerie, Primarul localitatii, reprezentant gestionar fc. medic veterinar imputernicit",Mascul,"Animalul tanar a fost alugat de 3 ori din zona turistica din intravilan Baile Szejke. Avand in vedere riscul asupra turistilor s-a decis capturarea, tranchilizarea si relocarea acestuia pe un alt fon indepartat a gestionarului.",Relocat,Szabo Szilard,
187_relocare,relocare,Brașov,RÂŞNOV,2022-05-11,,,RASNOV 26,8/12.05.2022,001-642099000895830,"reprezentant Primaria Râșnov, reprezentant IJJ Brașov,reprezentant GFC, medic veterinar",Femela,"Exemplar de urs,adult,  femela fara pui, capturat în zona Cetății Râșnov. Exemplarul a fost tranchilizat de medicul veterinar si  relocat în zona Provița pe FC 26 Râșnov",Relocat,Viorel Marean,stereo70
188_alungare,alungare,Harghita,CORUND,,46.486612,25.124817,CORUND 39,,,"Reprezentant Jandarmerie, reprezentant UAT",,"La ora 15.56 a fost alungat prin mijloace sonore un exemplar de urs din cimitirul localitatii Atia, din apropierea gradinitei.",Alungat,Szabo Szilard,
189_alungare,alungare,Brașov,PREDEAL,,,,TIMIS 18,8220/20.05.2022,,"Reprezentant Primaria or. Predeal, IJJ Brasov Detasament 6 Predeal, reprezentant GFC, medic veterinar",,"In urma sesizării privind aparitia unui exemplar de urs brun in intravilanul orasului Predeal, zona strazii Mihai Viteazu (primul set de coordonate geospatiale) s-a intervenit prin metoda de alungare, iar in urma patrulărilor pe strazile adiacente, au mai fost alungate inca 2 exemplare de urs brun din zona strazii Eroilor. (al doilea set de coordonate geospațiale).)",Alungat,Viorel Marean,
190_relocare,relocare,Harghita,CORUND,2022-05-14,46.461771,25.152773,CORUND 39,4405/16.05.2022,,"Personal Jandarmerie, reprezentant UAT, personat tehnic gestionar fc.",,"In urma apelului la nr. 112 echipa s-a deplasat in zona Hanului Arcso din Corund, unde un pui de urs a ramas blocat pe un copac. Fiind faptul ca animalul nu a coborat timp de o ora, s-a decis taierea copacului. Puiul de urs a fost prins si eliberat imediat la marginea padurii, de unde a plecat.",Relocat,Szabo Szilard,
191_alungare,alungare,Brașov,PREDEAL,,45.504173,25.577461,TIMIS 18,8240/21.05.2022,,"Reprezentant UAT Predeal, reprezentant jandarmerie,  reprezentant personal tehnic gestionar,medic veterinar",Femela cu pui,"S-a intrunit comisia in vederea alungarii unei femele de urs cu doi pui de un an. Alungarea s-a produs cu dificulate , din aproape in aproape, din zona intravilanului spre zona impadurita",Alungat,Mirela Moisa,
192_alungare,alungare,Brașov,PREDEAL,,,,TIMIS 18,8241/21.05.2022,,"Reprezentant UAT Predeal, reprezentant Jandarmerie, personal tehnic gestionar, medic veterinar",Femela cu pui,"Exemplarele de urs (femela cu doi pui) alungate anterior, au revenit pe strada Mihai Eminescu din Predeal, moment in care a fst alungata in afara intravilanului orasului Predeal",Alungat,Mirela Moisa,
193_alungare,alungare,Harghita,SÂNDOMINIC,,46.602487,25.802776,BALAN 15,4385/16.05.2022,,"Personal Jandarmerie, reprezentant UAT, personat tehnic gestionar fc.",,Ursul aflat in intravilanul localitatii Sandominic zona Banos a fost alungat spre padure de catre echipa de interventie.,Alungat,Szabo Szilard,
194_alungare,alungare,Brașov,PREDEAL,,45.510889,25.570541,TIMIS 18,8242/21.05.2022,,"Reprezentant UAT Predeal, reprezentant Jandarmerie, personal tehnic gestionar, medic veterinar",Femela cu pui,"Ca urmare a apelului la 112 echipa de interventie s-a constituit si un exemplar de urs femela cu doi pui a fost alungata de la pubelele de gunoi din zona str Trei Brazi, oras Predeal",Alungat,Mirela Moisa,
195_alungare,alungare,Harghita,CORUND,,46.486970,25.125374,CORUND 39,4473/18.05.02022,,"Personal Jandarmerie, reprezentant UAT, personat tehnic gestionar fc.",,"Ursul care a aparut in zona cimitirului, langa gradinita localitatii Atia, a fost alungat in padure prin interventia echipei.",Alungat,Szabo Szilard,
196_alungare,alungare,Brașov,PREDEAL,,45.509620,25.572400,TIMIS 18,8243/21.05.2022,,"Reprezentant UAT Predeal, personal tehnic gestionar, medic veterinar",Mascul,"Echipa de interventie actionand pe str Trei Brazi la alungarea femelei cu pui, la intoarcere, pe str Mihai Viteazu, au fost observate alte trei exemplare de urs brun la pubelele de gunoi. Au fost alungate in afara intravilanului.",Alungat,Mirela Moisa,
197_alungare,alungare,Brașov,PREDEAL,,,,TIMIS 18,8368/24.05.2022,,"Reprezentant UAT Predeal, personal tehnic gestionar",Mascul,"Ca urmare a patrularii privind existenta unei femele de urs brun cu doi pui ce creeaza probleme in intravilanul orasului Predeal, au fost alungate doua exemplare de urs brun (tineret) de pe str. Al.Ioan Cuza.La fața locului a participat și un echipaj al Poliției Predeal.",Alungat,Mirela Moisa,
198_alungare,alungare,Brașov,PREDEAL,,,,TIMIS 18,8369/24.05.2022,,Reprezentant UAT Predeal; personal tehnic gestionar,Femela cu pui,"Ca urmare a apelului la 112 s-a procedat la îndepărtarea/alungarea unei femele de urs brun cu doi pui din zona străzilor Libertății și Rovine, în afara intravilanului.",Alungat,Mirela Moisa,
199_alungare,alungare,Harghita,GHEORGHENI,,46.731680,25.646170,VOSLOBENI 14,8201/24.05.2022,,"Personal Jandarmerie, reprezentant UAT, personal tehnic gestionar, medic veterinar imputernicit.",,Echipa a intervenit in cazul unui exemplar de urs ranit in urma unui accident rutier pe DN 12C  in intravilanul orasului. Animalul s-a retras intr-o zona cu vegetatie densa. Cautarea acestuia in conditii de intuneric ar fi  fost extrem de periculos.,Alungat,Szabo Szilard,
200_alungare,alungare,Harghita,GHEORGHENI,2022-05-25,,,,,,"Personal Jandarmerie, reprezentant UAT, personal tehnic gestionar, medic veterinar imputernicit.",Femela,Dimineata l ora 6 a fost reluata cautarea ursului ranit in urma accidentului rutier din seara precedenta. Animalul a fost gasit la apr. 200 m fata de DN2C. Deoarece s-a manifestat agresiv a fost luata decizia de impuscare a acestuia pe baza art. 5. alin. 4 litera f din OUG 81/2021,Împușcare,Szabo Szilard,
